page_id,category,subcategory,gt_rel,html_rel,clean_rel,digital_rel,real_rel,real_chain_label,real_chain_cn,paper_condition,lighting_condition,capture_method,page_info_image_path,page_info_matches_expected
02_education/01_textbook/textbook_016_高等数学_多元微分_泰勒展开,02_education,01_textbook,02_education/01_textbook/textbook_016_高等数学_多元微分_泰勒展开.json,02_education/01_textbook/textbook_016_高等数学_多元微分_泰勒展开.html,02_education/01_textbook/textbook_016_高等数学_多元微分_泰勒展开.png,02_education/01_textbook/textbook_016_高等数学_多元微分_泰勒展开.png,02_education/01_textbook/textbook_016_高等数学_多元微分_泰勒展开__real_phone_bent_shadow_oblique.png,phone_bent_shadow_oblique,手机拍纸质文档,弯折(不压平),阴影/逆光,斜拍(30-45度),02_education/01_textbook/textbook_016_高等数学_多元微分_泰勒展开.png,true
02_education/01_textbook/textbook_017_神经科学_记忆编码与突触可塑性,02_education,01_textbook,02_education/01_textbook/textbook_017_神经科学_记忆编码与突触可塑性.json,02_education/01_textbook/textbook_017_神经科学_记忆编码与突触可塑性.html,02_education/01_textbook/textbook_017_神经科学_记忆编码与突触可塑性.png,02_education/01_textbook/textbook_017_神经科学_记忆编码与突触可塑性.png,02_education/01_textbook/textbook_017_神经科学_记忆编码与突触可塑性__real_phone_bent_normal_top.png,phone_bent_indoor_normal_top,手机拍纸质文档,弯折(不压平),室内正常光,俯拍,02_education/01_textbook/textbook_017_神经科学_记忆编码与突触可塑性.png,true
02_education/01_textbook/textbook_023_Abstract_Algebra_EN,02_education,01_textbook,02_education/01_textbook/textbook_023_Abstract_Algebra_EN.json,02_education/01_textbook/textbook_023_Abstract_Algebra_EN.html,02_education/01_textbook/textbook_023_Abstract_Algebra_EN.png,02_education/01_textbook/textbook_023_Abstract_Algebra_EN.png,02_education/01_textbook/textbook_023_Abstract_Algebra_EN__real_phone_bent_shadow_oblique.jpg,phone_bent_shadow_oblique,手机拍纸质文档,弯折(不压平),阴影/逆光,斜拍(30-45度),02_education/01_textbook/textbook_023_Abstract_Algebra_EN.png,true
02_education/01_textbook/textbook_024_DSP_EN,02_education,01_textbook,02_education/01_textbook/textbook_024_DSP_EN.json,02_education/01_textbook/textbook_024_DSP_EN.html,02_education/01_textbook/textbook_024_DSP_EN.png,02_education/01_textbook/textbook_024_DSP_EN.png,02_education/01_textbook/textbook_024_DSP_EN__real_phone_bent_normal_top.png,phone_bent_indoor_normal_top,手机拍纸质文档,弯折(不压平),室内正常光,俯拍,02_education/01_textbook/textbook_024_DSP_EN.png,true
02_education/01_textbook/textbook_028_微观经济学,02_education,01_textbook,02_education/01_textbook/textbook_028_微观经济学.json,02_education/01_textbook/textbook_028_微观经济学.html,02_education/01_textbook/textbook_028_微观经济学.png,02_education/01_textbook/textbook_028_微观经济学.png,02_education/01_textbook/textbook_028_微观经济学__real_phone_bent_shadow_oblique.png,phone_bent_shadow_oblique,手机拍纸质文档,弯折(不压平),阴影/逆光,斜拍(30-45度),02_education/01_textbook/textbook_028_微观经济学.png,true
02_education/01_textbook/textbook_031_神经科学_记忆编码与突触可塑性,02_education,01_textbook,02_education/01_textbook/textbook_031_神经科学_记忆编码与突触可塑性.json,02_education/01_textbook/textbook_031_神经科学_记忆编码与突触可塑性.html,02_education/01_textbook/textbook_031_神经科学_记忆编码与突触可塑性.png,02_education/01_textbook/textbook_031_神经科学_记忆编码与突触可塑性.png,02_education/01_textbook/textbook_031_神经科学_记忆编码与突触可塑性__real_phone_bent_normal_top.jpg,phone_bent_indoor_normal_top,手机拍纸质文档,弯折(不压平),室内正常光,俯拍,02_education/01_textbook/textbook_031_神经科学_记忆编码与突触可塑性.png,true
02_education/01_textbook/textbook_032_比较文学_神话叙事,02_education,01_textbook,02_education/01_textbook/textbook_032_比较文学_神话叙事.json,02_education/01_textbook/textbook_032_比较文学_神话叙事.html,02_education/01_textbook/textbook_032_比较文学_神话叙事.png,02_education/01_textbook/textbook_032_比较文学_神话叙事.png,02_education/01_textbook/textbook_032_比较文学_神话叙事__real_phone_bent_shadow_oblique.png,phone_bent_shadow_oblique,手机拍纸质文档,弯折(不压平),阴影/逆光,斜拍(30-45度),02_education/01_textbook/textbook_032_比较文学_神话叙事.png,true
02_education/02_exam_paper/exam_paper_001_高考理综物理,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_001_高考理综物理.json,02_education/02_exam_paper/exam_paper_001_高考理综物理.html,02_education/02_exam_paper/exam_paper_001_高考理综物理.png,02_education/02_exam_paper/exam_paper_001_高考理综物理.png,02_education/02_exam_paper/exam_paper_001_高考理综物理__real_phone_creased_normal_top.jpg,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_001_高考理综物理.png,true
02_education/02_exam_paper/exam_paper_002_高考理综物理,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_002_高考理综物理.json,02_education/02_exam_paper/exam_paper_002_高考理综物理.html,02_education/02_exam_paper/exam_paper_002_高考理综物理.png,02_education/02_exam_paper/exam_paper_002_高考理综物理.png,02_education/02_exam_paper/exam_paper_002_高考理综物理__real_phone_flat_low_top.jpg,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_002_高考理综物理.png,true
02_education/02_exam_paper/exam_paper_004_answer_sheet_OMR,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_004_answer_sheet_OMR.json,02_education/02_exam_paper/exam_paper_004_answer_sheet_OMR.html,02_education/02_exam_paper/exam_paper_004_answer_sheet_OMR.png,02_education/02_exam_paper/exam_paper_004_answer_sheet_OMR.png,02_education/02_exam_paper/exam_paper_004_answer_sheet_OMR__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_004_answer_sheet_OMR.png,true
02_education/02_exam_paper/exam_paper_007_高考英语_阅读理解,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_007_高考英语_阅读理解.json,02_education/02_exam_paper/exam_paper_007_高考英语_阅读理解.html,02_education/02_exam_paper/exam_paper_007_高考英语_阅读理解.png,02_education/02_exam_paper/exam_paper_007_高考英语_阅读理解.png,02_education/02_exam_paper/exam_paper_007_高考英语_阅读理解__real_phone_flat_low_top.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_007_高考英语_阅读理解.png,true
02_education/02_exam_paper/exam_paper_011_高考数学_理科,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_011_高考数学_理科.json,02_education/02_exam_paper/exam_paper_011_高考数学_理科.html,02_education/02_exam_paper/exam_paper_011_高考数学_理科.png,02_education/02_exam_paper/exam_paper_011_高考数学_理科.png,02_education/02_exam_paper/exam_paper_011_高考数学_理科__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_011_高考数学_理科.png,true
02_education/02_exam_paper/exam_paper_012_考研数学一,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_012_考研数学一.json,02_education/02_exam_paper/exam_paper_012_考研数学一.html,02_education/02_exam_paper/exam_paper_012_考研数学一.png,02_education/02_exam_paper/exam_paper_012_考研数学一.png,02_education/02_exam_paper/exam_paper_012_考研数学一__real_phone_flat_low_top.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_012_考研数学一.png,true
02_education/02_exam_paper/exam_paper_013_司法考试_民法,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_013_司法考试_民法.json,02_education/02_exam_paper/exam_paper_013_司法考试_民法.html,02_education/02_exam_paper/exam_paper_013_司法考试_民法.png,02_education/02_exam_paper/exam_paper_013_司法考试_民法.png,02_education/02_exam_paper/exam_paper_013_司法考试_民法__real_phone_creased_normal_top.jpg,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_013_司法考试_民法.png,true
02_education/02_exam_paper/exam_paper_018_考研英语一,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_018_考研英语一.json,02_education/02_exam_paper/exam_paper_018_考研英语一.html,02_education/02_exam_paper/exam_paper_018_考研英语一.png,02_education/02_exam_paper/exam_paper_018_考研英语一.png,02_education/02_exam_paper/exam_paper_018_考研英语一__real_phone_flat_low_top.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_018_考研英语一.png,true
02_education/02_exam_paper/exam_paper_022_USMLE_Step1_v2,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_022_USMLE_Step1_v2.json,02_education/02_exam_paper/exam_paper_022_USMLE_Step1_v2.html,02_education/02_exam_paper/exam_paper_022_USMLE_Step1_v2.png,02_education/02_exam_paper/exam_paper_022_USMLE_Step1_v2.png,02_education/02_exam_paper/exam_paper_022_USMLE_Step1_v2__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_022_USMLE_Step1_v2.png,true
02_education/02_exam_paper/exam_paper_030_Bar_Exam_MBE,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_030_Bar_Exam_MBE.json,02_education/02_exam_paper/exam_paper_030_Bar_Exam_MBE.html,02_education/02_exam_paper/exam_paper_030_Bar_Exam_MBE.png,02_education/02_exam_paper/exam_paper_030_Bar_Exam_MBE.png,02_education/02_exam_paper/exam_paper_030_Bar_Exam_MBE__real_phone_flat_low_top.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_030_Bar_Exam_MBE.png,true
02_education/02_exam_paper/exam_paper_035_History_Industrial_Revolution,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_035_History_Industrial_Revolution.json,02_education/02_exam_paper/exam_paper_035_History_Industrial_Revolution.html,02_education/02_exam_paper/exam_paper_035_History_Industrial_Revolution.png,02_education/02_exam_paper/exam_paper_035_History_Industrial_Revolution.png,02_education/02_exam_paper/exam_paper_035_History_Industrial_Revolution__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_035_History_Industrial_Revolution.png,true
02_education/02_exam_paper/exam_paper_036_Economics_Market_Macro,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_036_Economics_Market_Macro.json,02_education/02_exam_paper/exam_paper_036_Economics_Market_Macro.html,02_education/02_exam_paper/exam_paper_036_Economics_Market_Macro.png,02_education/02_exam_paper/exam_paper_036_Economics_Market_Macro.png,02_education/02_exam_paper/exam_paper_036_Economics_Market_Macro__real_phone_flat_low_top.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_036_Economics_Market_Macro.png,true
02_education/02_exam_paper/exam_paper_037_Chemistry_Organic_Equilibrium,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_037_Chemistry_Organic_Equilibrium.json,02_education/02_exam_paper/exam_paper_037_Chemistry_Organic_Equilibrium.html,02_education/02_exam_paper/exam_paper_037_Chemistry_Organic_Equilibrium.png,02_education/02_exam_paper/exam_paper_037_Chemistry_Organic_Equilibrium.png,02_education/02_exam_paper/exam_paper_037_Chemistry_Organic_Equilibrium__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_037_Chemistry_Organic_Equilibrium.png,true
02_education/02_exam_paper/exam_paper_040_Geography_Data_Interpretation,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_040_Geography_Data_Interpretation.json,02_education/02_exam_paper/exam_paper_040_Geography_Data_Interpretation.html,02_education/02_exam_paper/exam_paper_040_Geography_Data_Interpretation.png,02_education/02_exam_paper/exam_paper_040_Geography_Data_Interpretation.png,02_education/02_exam_paper/exam_paper_040_Geography_Data_Interpretation__real_screenshot_na_na_na.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_040_Geography_Data_Interpretation.png,true
02_education/02_exam_paper/exam_paper_040_综合数学与空间推理,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_040_综合数学与空间推理.json,02_education/02_exam_paper/exam_paper_040_综合数学与空间推理.html,02_education/02_exam_paper/exam_paper_040_综合数学与空间推理.png,02_education/02_exam_paper/exam_paper_040_综合数学与空间推理.png,02_education/02_exam_paper/exam_paper_040_综合数学与空间推理__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_040_综合数学与空间推理.png,true
02_education/02_exam_paper/exam_paper_041_Biology_Medical_Image,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_041_Biology_Medical_Image.json,02_education/02_exam_paper/exam_paper_041_Biology_Medical_Image.html,02_education/02_exam_paper/exam_paper_041_Biology_Medical_Image.png,02_education/02_exam_paper/exam_paper_041_Biology_Medical_Image.png,02_education/02_exam_paper/exam_paper_041_Biology_Medical_Image__real_phone_flat_low_top.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_041_Biology_Medical_Image.png,true
02_education/02_exam_paper/exam_paper_041_Forensic_Science_Exam,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_041_Forensic_Science_Exam.json,02_education/02_exam_paper/exam_paper_041_Forensic_Science_Exam.html,02_education/02_exam_paper/exam_paper_041_Forensic_Science_Exam.png,02_education/02_exam_paper/exam_paper_041_Forensic_Science_Exam.png,02_education/02_exam_paper/exam_paper_041_Forensic_Science_Exam__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_041_Forensic_Science_Exam.png,true
02_education/02_exam_paper/exam_paper_042_Astronomy_Observational,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_042_Astronomy_Observational.json,02_education/02_exam_paper/exam_paper_042_Astronomy_Observational.html,02_education/02_exam_paper/exam_paper_042_Astronomy_Observational.png,02_education/02_exam_paper/exam_paper_042_Astronomy_Observational.png,02_education/02_exam_paper/exam_paper_042_Astronomy_Observational__real_screenshot_na_na_na.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_042_Astronomy_Observational.png,true
02_education/02_exam_paper/exam_paper_044_建筑与空间设计,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_044_建筑与空间设计.json,02_education/02_exam_paper/exam_paper_044_建筑与空间设计.html,02_education/02_exam_paper/exam_paper_044_建筑与空间设计.png,02_education/02_exam_paper/exam_paper_044_建筑与空间设计.png,02_education/02_exam_paper/exam_paper_044_建筑与空间设计__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_044_建筑与空间设计.png,true
02_education/02_exam_paper/exam_paper_045_深海考察与海底遗址综合判读考试,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_045_深海考察与海底遗址综合判读考试.json,02_education/02_exam_paper/exam_paper_045_深海考察与海底遗址综合判读考试.html,02_education/02_exam_paper/exam_paper_045_深海考察与海底遗址综合判读考试.png,02_education/02_exam_paper/exam_paper_045_深海考察与海底遗址综合判读考试.png,02_education/02_exam_paper/exam_paper_045_深海考察与海底遗址综合判读考试__real_phone_flat_low_top.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_045_深海考察与海底遗址综合判读考试.png,true
02_education/02_exam_paper/exam_paper_046_数字电子技术,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_046_数字电子技术.json,02_education/02_exam_paper/exam_paper_046_数字电子技术.html,02_education/02_exam_paper/exam_paper_046_数字电子技术.png,02_education/02_exam_paper/exam_paper_046_数字电子技术.png,02_education/02_exam_paper/exam_paper_046_数字电子技术__real_phone_creased_normal_top.png,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_046_数字电子技术.png,true
02_education/02_exam_paper/exam_paper_047_大学期末_电磁场与电磁波,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_047_大学期末_电磁场与电磁波.json,02_education/02_exam_paper/exam_paper_047_大学期末_电磁场与电磁波.html,02_education/02_exam_paper/exam_paper_047_大学期末_电磁场与电磁波.png,02_education/02_exam_paper/exam_paper_047_大学期末_电磁场与电磁波.png,02_education/02_exam_paper/exam_paper_047_大学期末_电磁场与电磁波__real_phone_flat_low_top.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_047_大学期末_电磁场与电磁波.png,true
02_education/02_exam_paper/exam_paper_047_模拟电子技术,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_047_模拟电子技术.json,02_education/02_exam_paper/exam_paper_047_模拟电子技术.html,02_education/02_exam_paper/exam_paper_047_模拟电子技术.png,02_education/02_exam_paper/exam_paper_047_模拟电子技术.png,02_education/02_exam_paper/exam_paper_047_模拟电子技术__real_phone_creased_normal_top.jpg,phone_creased_indoor_normal_top,手机拍纸质文档,折痕/褶皱,室内正常光,俯拍,02_education/02_exam_paper/exam_paper_047_模拟电子技术.png,true
02_education/02_exam_paper/exam_paper_048_高频电子线路考试,02_education,02_exam_paper,02_education/02_exam_paper/exam_paper_048_高频电子线路考试.json,02_education/02_exam_paper/exam_paper_048_高频电子线路考试.html,02_education/02_exam_paper/exam_paper_048_高频电子线路考试.png,02_education/02_exam_paper/exam_paper_048_高频电子线路考试.png,02_education/02_exam_paper/exam_paper_048_高频电子线路考试__real_screenshot_na_na_na.png,phone_flat_indoor_low_top,手机拍纸质文档,平整,室内暗光,俯拍,02_education/02_exam_paper/exam_paper_048_高频电子线路考试.png,true
02_education/03_slides/slides_001_机器学习导论,02_education,03_slides,02_education/03_slides/slides_001_机器学习导论.json,02_education/03_slides/slides_001_机器学习导论.html,02_education/03_slides/slides_001_机器学习导论.png,02_education/03_slides/slides_001_机器学习导论.png,02_education/03_slides/slides_001_机器学习导论__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_001_机器学习导论.png,true
02_education/03_slides/slides_002_思政课_中国式现代化,02_education,03_slides,02_education/03_slides/slides_002_思政课_中国式现代化.json,02_education/03_slides/slides_002_思政课_中国式现代化.html,02_education/03_slides/slides_002_思政课_中国式现代化.png,02_education/03_slides/slides_002_思政课_中国式现代化.png,02_education/03_slides/slides_002_思政课_中国式现代化__real_screen_photography.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_002_思政课_中国式现代化.png,true
02_education/03_slides/slides_003_Optimization_ML_EN,02_education,03_slides,02_education/03_slides/slides_003_Optimization_ML_EN.json,02_education/03_slides/slides_003_Optimization_ML_EN.html,02_education/03_slides/slides_003_Optimization_ML_EN.png,02_education/03_slides/slides_003_Optimization_ML_EN.png,02_education/03_slides/slides_003_Optimization_ML_EN__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_003_Optimization_ML_EN.png,true
02_education/03_slides/slides_005_商务培训_项目管理,02_education,03_slides,02_education/03_slides/slides_005_商务培训_项目管理.json,02_education/03_slides/slides_005_商务培训_项目管理.html,02_education/03_slides/slides_005_商务培训_项目管理.png,02_education/03_slides/slides_005_商务培训_项目管理.png,02_education/03_slides/slides_005_商务培训_项目管理__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_005_商务培训_项目管理.png,true
02_education/03_slides/slides_006_医学课件_心血管系统,02_education,03_slides,02_education/03_slides/slides_006_医学课件_心血管系统.json,02_education/03_slides/slides_006_医学课件_心血管系统.html,02_education/03_slides/slides_006_医学课件_心血管系统.png,02_education/03_slides/slides_006_医学课件_心血管系统.png,02_education/03_slides/slides_006_医学课件_心血管系统__real_screen_photography.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_006_医学课件_心血管系统.png,true
02_education/03_slides/slides_007_Art_History_Renaissance,02_education,03_slides,02_education/03_slides/slides_007_Art_History_Renaissance.json,02_education/03_slides/slides_007_Art_History_Renaissance.html,02_education/03_slides/slides_007_Art_History_Renaissance.png,02_education/03_slides/slides_007_Art_History_Renaissance.png,02_education/03_slides/slides_007_Art_History_Renaissance__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_007_Art_History_Renaissance.png,true
02_education/03_slides/slides_008_数据分析_Python,02_education,03_slides,02_education/03_slides/slides_008_数据分析_Python.json,02_education/03_slides/slides_008_数据分析_Python.html,02_education/03_slides/slides_008_数据分析_Python.png,02_education/03_slides/slides_008_数据分析_Python.png,02_education/03_slides/slides_008_数据分析_Python__real_screen_na_screen_screen.jpg,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_008_数据分析_Python.png,true
02_education/03_slides/slides_009_Marketing_Strategy,02_education,03_slides,02_education/03_slides/slides_009_Marketing_Strategy.json,02_education/03_slides/slides_009_Marketing_Strategy.html,02_education/03_slides/slides_009_Marketing_Strategy.png,02_education/03_slides/slides_009_Marketing_Strategy.png,02_education/03_slides/slides_009_Marketing_Strategy__real_screen_photography.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_009_Marketing_Strategy.png,true
02_education/03_slides/slides_010_历史课_丝绸之路,02_education,03_slides,02_education/03_slides/slides_010_历史课_丝绸之路.json,02_education/03_slides/slides_010_历史课_丝绸之路.html,02_education/03_slides/slides_010_历史课_丝绸之路.png,02_education/03_slides/slides_010_历史课_丝绸之路.png,02_education/03_slides/slides_010_历史课_丝绸之路__real_screen_na_screen_screen.jpg,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_010_历史课_丝绸之路.png,true
02_education/03_slides/slides_011_Corporate_Finance_2in1_EN,02_education,03_slides,02_education/03_slides/slides_011_Corporate_Finance_2in1_EN.json,02_education/03_slides/slides_011_Corporate_Finance_2in1_EN.html,02_education/03_slides/slides_011_Corporate_Finance_2in1_EN.png,02_education/03_slides/slides_011_Corporate_Finance_2in1_EN.png,02_education/03_slides/slides_011_Corporate_Finance_2in1_EN__real_screen_na_screen_screen.jpg,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_011_Corporate_Finance_2in1_EN.png,true
02_education/03_slides/slides_012_商业BP_SaaS,02_education,03_slides,02_education/03_slides/slides_012_商业BP_SaaS.json,02_education/03_slides/slides_012_商业BP_SaaS.html,02_education/03_slides/slides_012_商业BP_SaaS.png,02_education/03_slides/slides_012_商业BP_SaaS.png,02_education/03_slides/slides_012_商业BP_SaaS__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_012_商业BP_SaaS.png,true
02_education/03_slides/slides_014_材料化学_晶体结构,02_education,03_slides,02_education/03_slides/slides_014_材料化学_晶体结构.json,02_education/03_slides/slides_014_材料化学_晶体结构.html,02_education/03_slides/slides_014_材料化学_晶体结构.png,02_education/03_slides/slides_014_材料化学_晶体结构.png,02_education/03_slides/slides_014_材料化学_晶体结构__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_014_材料化学_晶体结构.png,true
02_education/03_slides/slides_015_DL_Systems_并行训练_ZHCN,02_education,03_slides,02_education/03_slides/slides_015_DL_Systems_并行训练_ZHCN.json,02_education/03_slides/slides_015_DL_Systems_并行训练_ZHCN.html,02_education/03_slides/slides_015_DL_Systems_并行训练_ZHCN.png,02_education/03_slides/slides_015_DL_Systems_并行训练_ZHCN.png,02_education/03_slides/slides_015_DL_Systems_并行训练_ZHCN__real_screen_photography.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_015_DL_Systems_并行训练_ZHCN.png,true
02_education/03_slides/slides_016_Keynote_AI,02_education,03_slides,02_education/03_slides/slides_016_Keynote_AI.json,02_education/03_slides/slides_016_Keynote_AI.html,02_education/03_slides/slides_016_Keynote_AI.png,02_education/03_slides/slides_016_Keynote_AI.png,02_education/03_slides/slides_016_Keynote_AI__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_016_Keynote_AI.png,true
02_education/03_slides/slides_019_竞品分析,02_education,03_slides,02_education/03_slides/slides_019_竞品分析.json,02_education/03_slides/slides_019_竞品分析.html,02_education/03_slides/slides_019_竞品分析.png,02_education/03_slides/slides_019_竞品分析.png,02_education/03_slides/slides_019_竞品分析__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_019_竞品分析.png,true
02_education/03_slides/slides_029_产品发布_手机,02_education,03_slides,02_education/03_slides/slides_029_产品发布_手机.json,02_education/03_slides/slides_029_产品发布_手机.html,02_education/03_slides/slides_029_产品发布_手机.png,02_education/03_slides/slides_029_产品发布_手机.png,02_education/03_slides/slides_029_产品发布_手机__real_screen_na_screen_screen.jpg,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_029_产品发布_手机.png,true
02_education/03_slides/slides_030_Human_AI_CoReading,02_education,03_slides,02_education/03_slides/slides_030_Human_AI_CoReading.json,02_education/03_slides/slides_030_Human_AI_CoReading.html,02_education/03_slides/slides_030_Human_AI_CoReading.png,02_education/03_slides/slides_030_Human_AI_CoReading.png,02_education/03_slides/slides_030_Human_AI_CoReading__real_screen_photography.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_030_Human_AI_CoReading.png,true
02_education/03_slides/slides_030_Smart_Urban_Resilience_2in1,02_education,03_slides,02_education/03_slides/slides_030_Smart_Urban_Resilience_2in1.json,02_education/03_slides/slides_030_Smart_Urban_Resilience_2in1.html,02_education/03_slides/slides_030_Smart_Urban_Resilience_2in1.png,02_education/03_slides/slides_030_Smart_Urban_Resilience_2in1.png,02_education/03_slides/slides_030_Smart_Urban_Resilience_2in1__real_screen_na_screen_screen.jpg,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_030_Smart_Urban_Resilience_2in1.png,true
02_education/03_slides/slides_030_多模态文档智能系统_上下伪两页科研汇报,02_education,03_slides,02_education/03_slides/slides_030_多模态文档智能系统_上下伪两页科研汇报.json,02_education/03_slides/slides_030_多模态文档智能系统_上下伪两页科研汇报.html,02_education/03_slides/slides_030_多模态文档智能系统_上下伪两页科研汇报.png,02_education/03_slides/slides_030_多模态文档智能系统_上下伪两页科研汇报.png,02_education/03_slides/slides_030_多模态文档智能系统_上下伪两页科研汇报__real_screen_na_screen_screen.png,screen_photography,拍屏,无(屏幕显示),屏幕背光+室内光,手机对屏幕,02_education/03_slides/slides_030_多模态文档智能系统_上下伪两页科研汇报.png,true
